altersstruktur-der-bevolkerung,3 bis unter 6 Jährige nach Geschlecht (Anteil),https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/a92cd46b-7243-46f6-ac72-4fa3dcdeb35f/download/altersstruktur-der-bevolkerung-3-bis-unter-6-jahrige-nach-geschlecht-anteil.csv,CSV,a92cd46b-7243-46f6-ac72-4fa3dcdeb35f
altersstruktur-der-bevolkerung,6 bis unter 15 Jährige nach Geschlecht (Anteil),https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/807eda39-ace2-4269-9b6a-00a607a4a615/download/altersstruktur-der-bevolkerung-6-bis-unter-15-jahrige-nach-geschlecht-anteil.csv,CSV,807eda39-ace2-4269-9b6a-00a607a4a615
altersstruktur-der-bevolkerung,3 bis unter 6 Jährige nach Geschlecht,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/c74cb50a-e3c4-43bf-950f-6a01a783791b/download/altersstruktur-der-bevolkerung-3-bis-unter-6-jahrige-nach-geschlecht.csv,CSV,c74cb50a-e3c4-43bf-950f-6a01a783791b
altersstruktur-der-bevolkerung,6 bis unter 15 Jährige nach Geschlecht,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/593b2d5f-36bf-4f50-ac49-763ee5cadb1f/download/altersstruktur-der-bevolkerung-6-bis-unter-15-jahrige-nach-geschlecht.csv,CSV,593b2d5f-36bf-4f50-ac49-763ee5cadb1f
altersstruktur-der-bevolkerung,15 bis unter 18 Jährige nach Geschlecht,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/72110d58-727f-4e04-a68d-2a907ba7d4fb/download/altersstruktur-der-bevolkerung-15-bis-unter-18-jahrige-nach-geschlecht.csv,CSV,72110d58-727f-4e04-a68d-2a907ba7d4fb
altersstruktur-der-bevolkerung,18 bis unter 25 Jährige nach Geschlecht (Anteil),https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/c604d6d8-66bd-4175-8689-e657429127b0/download/altersstruktur-der-bevolkerung-18-bis-unter-25-jahrige-nach-geschlecht-anteil.csv,CSV,c604d6d8-66bd-4175-8689-e657429127b0
altersstruktur-der-bevolkerung,15 bis unter 18 Jährige nach Geschlecht (Anteil),https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/9fd0555a-327c-4e65-8693-521c7b7fb350/download/altersstruktur-der-bevolkerung-15-bis-unter-18-jahrige-nach-geschlecht-anteil.csv,CSV,9fd0555a-327c-4e65-8693-521c7b7fb350
altersstruktur-der-bevolkerung,18 bis unter 25 Jährige nach Geschlecht,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/79797678-30ab-4ccf-bcf7-6067be9794c4/download/altersstruktur-der-bevolkerung-18-bis-unter-25-jahrige-nach-geschlecht.csv,CSV,79797678-30ab-4ccf-bcf7-6067be9794c4
altersstruktur-der-bevolkerung,25 bis unter 45 Jährige nach Geschlecht (Anteil),https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/7cff3291-8e9e-4c41-894a-71791ea55e37/download/altersstruktur-der-bevolkerung-25-bis-unter-45-jahrige-nach-geschlecht-anteil.csv,CSV,7cff3291-8e9e-4c41-894a-71791ea55e37
altersstruktur-der-bevolkerung,45 bis unter 65 Jährige nach Geschlecht,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/5114726f-cdce-4816-80f0-edc8c7786cab/download/altersstruktur-der-bevolkerung-45-bis-unter-65-jahrige-nach-geschlecht.csv,CSV,5114726f-cdce-4816-80f0-edc8c7786cab
altersstruktur-der-bevolkerung,65 bis unter 75 Jährige nach Geschlecht,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/ea8303b4-0494-4f95-b624-f695753d1a2c/download/altersstruktur-der-bevolkerung-65-bis-unter-75-jahrige-nach-geschlecht.csv,CSV,ea8303b4-0494-4f95-b624-f695753d1a2c
altersstruktur-der-bevolkerung,45 bis unter 65 Jährige nach Geschlecht (Anteil),https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/bbb9dd88-ffff-4b95-b065-3d74973d4a7f/download/altersstruktur-der-bevolkerung-45-bis-unter-65-jahrige-nach-geschlecht-anteil.csv,CSV,bbb9dd88-ffff-4b95-b065-3d74973d4a7f
altersstruktur-der-bevolkerung,75 bis unter 85 Jährige nach Geschlecht (Anteil),https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/a5b8df62-dbe2-43bb-94d9-c468648a565f/download/altersstruktur-der-bevolkerung-75-bis-unter-85-jahrige-nach-geschlecht-anteil.csv,CSV,a5b8df62-dbe2-43bb-94d9-c468648a565f
altersstruktur-der-bevolkerung,75 bis unter 85 Jährige nach Geschlecht,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/2af3b5ef-d5da-404b-ac8d-c1fc78124e66/download/altersstruktur-der-bevolkerung-75-bis-unter-85-jahrige-nach-geschlecht.csv,CSV,2af3b5ef-d5da-404b-ac8d-c1fc78124e66
altersstruktur-der-bevolkerung,85 und mehr Jährigen nach Geschlecht (Anteil),https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/dd5adbd5-bd8b-4a14-b685-198aa4cca1f9/download/altersstruktur-der-bevolkerung-85-und-mehr-jahrigen-nach-geschlecht-anteil.csv,CSV,dd5adbd5-bd8b-4a14-b685-198aa4cca1f9
altersstruktur-der-bevolkerung,85 und mehr Jährigen nach Geschlecht,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/2b8abad2-16c2-4e52-afbc-d57a9d252e89/download/altersstruktur-der-bevolkerung-85-und-mehr-jahrigen-nach-geschlecht.csv,CSV,2b8abad2-16c2-4e52-afbc-d57a9d252e89
altersstruktur-der-bevolkerung,Unter 20 Jährige,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/c952a134-caa0-42b9-b482-204bba736e4c/download/altersstruktur-der-bevolkerung-unter-20-jahrige.csv,CSV,c952a134-caa0-42b9-b482-204bba736e4c
altersstruktur-der-bevolkerung,Zwischen 20 und unter 65 Jährige,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/da54e683-f5d9-4f57-8efe-e5f88dada06f/download/altersstruktur-der-bevolkerung-zwischen-20-und-unter-65-jahrige.csv,CSV,da54e683-f5d9-4f57-8efe-e5f88dada06f
altersstruktur-der-bevolkerung,65 bis unter 75 Jährige nach Geschlecht (Anteil),https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/4d9dd7d7-9b4d-4ece-86a8-a087ffc38cb3/download/altersstruktur-der-bevolkerung-65-bis-unter-75-jahrige-nach-geschlecht-anteil.csv,CSV,4d9dd7d7-9b4d-4ece-86a8-a087ffc38cb3
altersstruktur-der-bevolkerung,65 Jährige und Ältere,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/9b34d206-c2cd-41b6-8ed0-f817cc69dd11/download/altersstruktur-der-bevolkerung-65-jahrige-und-altere.csv,CSV,9b34d206-c2cd-41b6-8ed0-f817cc69dd11
altersstruktur-der-bevolkerung,25 bis unter 45 Jährige nach Geschlecht,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/49eeae6e-98d4-46c7-bec3-a92e79b2c275/download/altersstruktur-der-bevolkerung-25-bis-unter-45-jahrige-nach-geschlecht.csv,CSV,49eeae6e-98d4-46c7-bec3-a92e79b2c275
altersstruktur-der-bevolkerung,Jugendquotient,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/c3d707e4-c89a-4c43-ac06-fe8fdf1fd405/download/altersstruktur-der-bevolkerung-jugendquotient.csv,CSV,c3d707e4-c89a-4c43-ac06-fe8fdf1fd405
altersstruktur-der-bevolkerung,Altenquotient,https://transparenz.karlsruhe.de/dataset/cc50eb96-6c3d-4d6f-9dcd-c56c4969ff59/resource/7847b72d-1fd2-43a6-a611-907403ecdc99/download/altersstruktur-der-bevolkerung-altenquotient.csv,CSV,7847b72d-1fd2-43a6-a611-907403ecdc99
arbeitsmarkt,Bericht 2014,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2014/2014-arbeitsmarkt.pdf,PDF,5186bfc1-e8b7-4ff8-b0f3-11b10098f2b6
arbeitsmarkt,Bericht 2015,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2015/2015-arbeitsmarkt.pdf,PDF,0a53f1b5-2b45-4012-ade3-945bf56b9e74
arbeitsmarkt,Bericht 2017,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2017/2017-arbeitsmarkt.pdf,PDF,c933aa75-7949-4e4d-8c0c-80ca00bd4e41
arbeitsmarkt,Bericht 2016,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2016/2016-arbeitsmarkt.pdf,PDF,c92d80ae-1cfd-4f78-9f5e-38424e94f178
arbeitsmarkt,Statistik zum Arbeitsmarkt in Karlsruhe,https://statistik.arbeitsagentur.de/Auswahl/raeumlicher-Geltungsbereich/Politische-Gebietsstruktur/Kreise/Baden-Wuerttemberg/08212-Karlsruhe-Stadt.html,HTML,30fa2051-78e4-447e-b91d-3cd603496a6f
armutsbekaempfung,Bericht 2012,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2012/2012-armutsbekaempfung.pdf,PDF,d32b6294-e2f0-45dd-a1b1-84a658f9699c
armutsbekaempfung,Bericht 2016,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2016/2016-armutsbekaempfung.pdf,PDF,1640cee3-9b02-4cb5-a33f-f5e91503982e
armutsbekaempfung,Bericht 2018,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2018/2018-kindeswohlgefaehrdung.pdf,PDF,95bf3c94-eed8-42a2-888e-67faa6874aba
armutsbekaempfung,Bericht 2017,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2017/2017-kindeswohlgefaehrdung.pdf,PDF,ee6c0aeb-5dfa-42a2-837b-611762195a4c
armutsbekaempfung,Bericht 2019,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2019/2019-kindeswohlgefaehrdung.pdf,PDF,39502adb-4642-4f93-a616-e927b7fbc3ce
baustellen,Baustellen,https://mobil.trk.de/geoserver/TBA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=TBA%3Abaustellen&outputFormat=application%2Fjson,GeoJSON,66d4ff14-96f9-44ee-8f23-4e069a3a600d
bautaetigkeit,Bericht 2015,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2015/2015-bautaetigkeit.pdf,PDF,f1c573f0-3560-4a45-b0a3-003e8b8bfb84
bautaetigkeit,Bericht 2017,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2017/2017-bautaetigkeit.pdf,PDF,6f9a08d6-844d-4a65-9162-206e8388fa3b
bautaetigkeit,Bericht 2018,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2018/2018-bautaetigkeit.pdf,PDF,bfbafe95-2c79-4a1e-b2cc-078c53fbda37
bautaetigkeit,Bericht 2016,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2016/2016-bautaetigkeit.pdf,PDF,b46ff5f6-10ca-41e7-989f-901cb215a2f7
bautaetigkeit,Bericht 2019,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2019/2019-bautaetigkeit.pdf,PDF,a4c11e66-4782-437c-a7ed-ebb2ca065404
bautaetigkeit,Bericht 2020,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2020/2020-bautaetigkeit.pdf,PDF,582eb7fe-3311-47df-baee-c4553d5cad99
bautaetigkeit,Bericht 2021,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2021/2021-bautaetigkeit.pdf,PDF,4130120c-3aa7-40ac-a0d2-00cfffb1beb1
behindertenparkplaetze,Behindertenparkplätze,https://mobil.trk.de/geoserver/TBA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=TBA%3Abehindertenparken&outputFormat=application%2Fjson,GeoJSON,f03eb3a5-0bb0-46cf-8e95-f3c0fb862431
bevoelkerung,Bericht Dezember 2015,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2015/2015-12-bevoelkerung.pdf,PDF,8b10780e-9d72-46a9-a843-9499944023b8
bevoelkerung,Bericht Juni 2016,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2016/2016-06-bevoelkerung.pdf,PDF,f5c75e98-127e-40a3-a558-7f2be3da3b12
bevoelkerung,Bericht März 2016,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2016/2016-03-bevoelkerung.pdf,PDF,1e159aa5-0ee7-4e39-a008-c2ee6e75f57f
bevoelkerung,Bericht September 2016,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2016/2016-09-bevoelkerung.pdf,PDF,1c04c34d-d4d3-4ab2-8794-f5d47b1421c6
bevoelkerung,Bericht Dezember 2016,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2016/2016-12-bevoelkerung.pdf,PDF,528b05aa-ec2c-40a5-9f59-a0edd9da2d86
bevoelkerung,Bericht März 2017,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2017/2017-03-bevoelkerung.pdf,PDF,3b2082fd-37db-495e-b848-76742a8ca2dd
bevoelkerung,Bericht Dezember 2017,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2017/2017-12-bevoelkerung.pdf,PDF,b8454452-d5b1-4665-aaba-55a7c6e7913d
bevoelkerung,Bericht Juni 2017,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2017/2017-06-bevoelkerung.pdf,PDF,ff2fb1ee-e8d5-4be4-aba2-5840b3ab0184
bevoelkerung,Bericht September 2018,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2018/2018-09-bevoelkerung.pdf,PDF,994dd88a-6b9b-46b4-b85f-bf7c14350d4d
bevoelkerung,Bericht Juni 2018,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2018/2018-06-bevoelkerung.pdf,PDF,6f513dc0-926a-4447-b322-752c0a4d07dd
bevoelkerung,Bericht September 2017,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2017/2017-09-bevoelkerung.pdf,PDF,dc31b5b4-129b-45f3-a0e8-f5b58e2a613d
bevoelkerung,Bericht März 2018,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2018/2018-03-bevoelkerung.pdf,PDF,2b6e4767-3548-4645-a733-b7e9a48b612a
bevoelkerung,Bericht März 2019,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2019/2019-03-bevoelkerung.pdf,PDF,140dd2d8-5d41-48c2-b553-5782729e1b0a
bevoelkerung,Bericht Dezember 2018,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2018/2018-12-bevoelkerung.pdf,PDF,a7d79011-2b6b-4013-9420-c266bf3fe7f2
bevoelkerung,Bericht September 2019,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2019/2019-09-bevoelkerung.pdf,PDF,ae6ef540-ece4-4544-a3e6-b7a6073391d9
bevoelkerung,Bericht März 2020,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2020/2020-03-bevoelkerung.pdf,PDF,1e53cab0-d4de-46b9-ae55-4a3f7ce13b68
bevoelkerung,Bericht Dezember 2019,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2019/2019-12-bevoelkerung.pdf,PDF,1a127337-a144-4dd0-92de-a14d4f29bfa2
bevoelkerung,Bericht September 2020,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2020/2020-09-bevoelkerung.pdf,PDF,81ddd6df-bbb4-4e9b-acef-ef699b98c89e
bevoelkerung,Bericht Juni 2019,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2019/2019-06-bevoelkerung.pdf,PDF,fdfa87e7-703e-436f-8e53-b315e787f3ef
bevoelkerung,Bericht März 2021,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2021/2021-03-bevoelkerung.pdf,PDF,91a37899-0e9f-4c84-8fd9-400f39f2ff1c
bevoelkerung,Bericht Juni 2020,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2020/2020-06-bevoelkerung.pdf,PDF,1c4bb83f-4089-449f-bca9-bd2e09bcedd1
bevoelkerung,Bericht Dezember 2020,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2020/2020-12-bevoelkerung.pdf,PDF,6900b650-5cda-4e69-a9a6-a36adce6b9be
bevoelkerung,Bericht Juni 2021,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2021/2021-06-bevoelkerung.pdf,PDF,506cfeab-b5bd-4266-b9b7-856abcf10ba8
bevoelkerung,Bericht September 2021,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2021/2021-09-bevoelkerung.pdf,PDF,2aa51ef4-2a95-4092-a569-e9f34ff899d8
bevoelkerung,Bericht 2020,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2020/2020-bevoelkerung.pdf,PDF,2215bee8-fb97-48fa-9924-b96c791245c4
bevoelkerung,Bericht Dezember 2021,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2021/2021-12-bevoelkerung.pdf,PDF,5bba4186-6af6-43bd-af53-9eb5661e4033
bevoelkerung,Bericht 2019,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2019/2019-bevoelkerung.pdf,PDF,562cbdb6-c721-469c-9b07-8bb81ca06f72
bevoelkerung,Bericht 1. Quartal 2022,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2022/2022-03-bevoelkerung.pdf,PDF,51bc0f59-d74f-40cc-b08a-842f141ffdab
bevoelkerung,Bericht 2. Quartal 2022,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2022/2022-06-bevoelkerung.pdf,PDF,eaea77cb-8064-4e4a-9c6f-9e5ad8975292
bevoelkerung,Bericht 3. Quartal 2022,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2022/2022-09-bevoelkerung.pdfv,PDF,28161a82-eebe-40f6-a253-c2c997240222
bevoelkerung,Bericht 4. Quartal 2022,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2022/2022-12-bevoelkerung.pdf,PDF,f10f3079-1d03-4ad9-88a8-ca692b556143
bevoelkerung-jahresbericht,Bericht 2015,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2015/2015-bevoelkerung-jahresbericht.pdf,PDF,bb6ce9e4-73cb-499e-855d-518ab26c4869
bevoelkerung-jahresbericht,Bericht 2017,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2017/2017-bevoelkerung-jahresbericht.pdf,PDF,06b9455d-eb14-492a-b6a9-3c047d837e75
bevoelkerung-jahresbericht,Bericht 2018,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2018/2018-bevoelkerung-jahresbericht.pdf,PDF,e9b79cbc-a218-455d-abb3-80b215e08149
bevoelkerung-jahresbericht,Bericht 2019,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2019/2019-bevoelkerung.pdf,PDF,e461ff7e-0ffd-4a03-9836-467daf07189f
bevoelkerung-jahresbericht,Bericht 2016,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2016/2016-bevoelkerung-jahresbericht.pdf,PDF,587eafa6-e344-4b52-a1ef-1995c2091154
bevoelkerung-jahresbericht,Bericht 2020,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2020/2020-bevoelkerung.pdf,PDF,f0ebcb5f-97a4-4b61-85d8-c4bfe78e4a90
bevoelkerung-jahresbericht,Bericht 2021,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2021/2021-bevoelkerung.pdf,PDF,2de3dfff-5657-4644-a512-70795745899e
bevolkerung,Wohnberechtigte Bevölkerung,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/71ef348f-0f5b-46a0-8250-e87aae9f91bd/download/bevolkerung-wohnberechtigte-bevolkerung.csv,CSV,71ef348f-0f5b-46a0-8250-e87aae9f91bd
bevolkerung,Bevölkerung mit Hauptwohnung,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/d8be5f4a-0788-4ee3-abe5-b36313ce3799/download/bevolkerung-bevolkerung-mit-hauptwohnung.csv,CSV,d8be5f4a-0788-4ee3-abe5-b36313ce3799
bevolkerung,Anteil der Bevölkerung mit Hauptwohnung,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/026da0ed-7df8-4446-b4fb-e756c0dde2a5/download/bevolkerung-anteil-der-bevolkerung-mit-hauptwohnung.csv,CSV,026da0ed-7df8-4446-b4fb-e756c0dde2a5
bevolkerung,Anteil der Bevölkerung mit Nebenwohnung,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/241f96ab-5bcc-43c5-91bd-bde8dc3e74f3/download/bevolkerung-anteil-der-bevolkerung-mit-nebenwohnung.csv,CSV,241f96ab-5bcc-43c5-91bd-bde8dc3e74f3
bevolkerung,Frauen,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/85259275-a944-4357-aee5-b7451c2fce99/download/bevolkerung-frauen.csv,CSV,85259275-a944-4357-aee5-b7451c2fce99
bevolkerung,Frauenanteil,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/638f0166-3713-4497-a64e-5db0e07bbd9b/download/bevolkerung-frauenanteil.csv,CSV,638f0166-3713-4497-a64e-5db0e07bbd9b
bevolkerung,Bevölkerung mit Nebenwohnung,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/8213c5d8-7b28-4f9e-ab97-a1bc6da9112f/download/bevolkerung-bevolkerung-mit-nebenwohnung.csv,CSV,8213c5d8-7b28-4f9e-ab97-a1bc6da9112f
bevolkerung,Bevölkerung mit sonstiger/keiner Religionszugehörigkeit,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/f2128444-47e7-40ba-ab1d-eb426e69c009/download/bevolkerung-bevolkerung-mit-sonstigerkeiner-religionszugehorigkeit.csv,CSV,f2128444-47e7-40ba-ab1d-eb426e69c009
bevolkerung,Männer,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/d49eda6f-3c69-4fd9-8076-3689329e5711/download/bevolkerung-manner.csv,CSV,d49eda6f-3c69-4fd9-8076-3689329e5711
bevolkerung,Katholische Bevölkerung,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/ac2e81d4-7a1c-499b-89e4-22acd5cea109/download/bevolkerung-katholische-bevolkerung.csv,CSV,ac2e81d4-7a1c-499b-89e4-22acd5cea109
bevolkerung,Männeranteil,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/168a04b0-c066-4314-8b78-db30959f46ef/download/bevolkerung-manneranteil.csv,CSV,168a04b0-c066-4314-8b78-db30959f46ef
bevolkerung,Evangelische Bevölkerung,https://transparenz.karlsruhe.de/dataset/74561f6a-4783-4d70-b86a-008deec09441/resource/227edd1a-e547-4de6-b153-9294ebde4ba6/download/bevolkerung-evangelische-bevolkerung.csv,CSV,227edd1a-e547-4de6-b153-9294ebde4ba6
